,word,label
145670,disarming,0
145671,Bill,1
145672,certifying,0
145673,outgoing,0
145674,onrush,0
145675,prevalent,0
145676,Marlowe's,0
145677,Hark,0
145678,Klaus,0
145679,above-water,0
145680,myopia,0
145681,O'Clock,0
145682,White's,0
145683,D.O.A.,0
145684,Thought,0
145685,Orient,0
145686,Splenomegaly,0
145687,Finnsburg,1
145688,governs,0
145689,probability,0
145690,Drop,0
145691,problem,0
145692,vehemence,0
145693,renews,0
145694,glass-like,1
145695,publication,0
145696,lad,0
145697,102,0
145698,organized,0
145699,roiling,0
145700,freedoms,1
145701,ionic,0
145702,Himalayas,0
145703,Maria,0
145704,Archimedes,0
145705,no-one,0
145706,Cubs,0
145707,soldered,0
145708,respectively,0
145709,10-year-old,0
145710,uniforms,0
145711,craftsmen,0
145712,Tieken,0
145713,transducer,0
145714,stupendous,0
145715,selectors,0
145716,bewilderment,0
145717,habitat,0
145718,surveyor,0
145719,sufferer,1
145720,bitterest,1
145721,$1.00,1
145722,tea,0
145723,Wet,0
145724,asters,0
145725,forecasting,0
145726,Packards,0
145727,incomprehension,0
145728,ankles,0
145729,student-loan,0
145730,Stanislas',0
145731,Collett,1
145732,dough,0
145733,Commencing,1
145734,Hord,0
145735,salt,0
145736,Stoneware,0
145737,builder/active,0
145738,Cole's,0
145739,Hannah,1
145740,radiance,0
145741,Freud's,0
145742,woven,0
145743,snapping,1
145744,scoreboard,0
145745,drug,0
145746,ghostly,0
145747,pros,0
145748,People's,0
145749,Berlitz,0
145750,forearm,0
145751,hydrated,0
145752,taskmaster,0
145753,hatchet-faced,0
145754,rocking,0
145755,normalized,0
145756,grayed,0
145757,Zone,0
145758,theme,0
145759,Infantry,0
145760,embassies,1
145761,Thakhek,0
145762,fecund,0
145763,Strongheart,0
145764,pursuers,0
145765,Kauffeld,1
145766,change,0
145767,big-large,0
145768,delinquency,0
145769,Member,0
145770,rescuing,0
145771,firecrackers,0
145772,slept,0
145773,unearned,0
145774,court,0
145775,plump,0
145776,admit,0
145777,asphalt,0
145778,Supporting,1
145779,Lover,0
145780,flowers,0
145781,plains,0
145782,morrow,1
145783,Convertible,0
145784,Clearly,0
145785,Bari,0
145786,Malabar,0
145787,Finnish,1
145788,bodybuilders,0
145789,attributes,1
145790,retinal,0
145791,woolworkers,1
145792,Procreation,0
145793,carload,0
145794,eyeful,0
145795,unerring,1
145796,folder,0
145797,acculturated,1
145798,Reinforcements,0
145799,confederacy,0
145800,indefensible,0
145801,Rogers,0
145802,Theodosius,0
145803,disgust,0
145804,psychopathic,0
145805,Pennsylvania,1
145806,Ikle,0
145807,Amenitskii,1
145808,No,0
145809,fer,0
145810,carbonates,0
145811,Alvarez,0
145812,sea-food,1
145813,anti-human,0
145814,Redundant,0
145815,reject,0
145816,bleeding,1
145817,forages,0
145818,Katharine,0
145819,Schleiermacher,0
145820,Gravity,0
145821,black-bearded,0
145822,harmoniously,0
145823,Pollock,1
145824,Boniface,0
145825,deserves,0
145826,Multnomah,0
145827,Straight-Arm,0
145828,1628,0
145829,Secretary's,0
145830,innuendo,1
145831,sister's,0
145832,Shelley's,1
145833,Strength,0
145834,14.5,0
145835,7:10,0
145836,windows,0
145837,crudely,0
145838,durations,0
145839,booze,1
145840,falters,0
145841,calibrations,0
145842,ripping,1
145843,procreation,0
145844,Thay,0
145845,earsplitting,1
145846,Morton,0
145847,pig-drunk,0
145848,M.E.'s,0
145849,Nae,0
145850,Fish,0
145851,Eighteen,1
145852,career-bound,1
145853,slight,0
145854,intervene,0
145855,Souths,0
145856,Ancel,0
145857,abscesses,1
145858,Manor,0
145859,Rather,0
145860,watt,1
145861,Advocate,0
145862,54,0
145863,fostering,0
145864,wallpaper,1
145865,Waite,0
145866,seeing,1
145867,Agamemnon's,0
145868,decisions,0
145869,aerogenes,0
145870,bottlenecks,1
145871,rampart,0
145872,water-ski,0
145873,32*0C.,0
145874,Happened,1
145875,vibrionic,0
145876,Sagami,0
145877,toe,0
145878,pressed,1
145879,marshaling,0
145880,Consort,0
145881,encroaching,0
145882,760,0
145883,Pons,0
145884,demonstration,0
145885,admonition,0
145886,Broglie,0
145887,Cook's,1
145888,bellowing,1
145889,volcanic,0
145890,Alpers,0
145891,District,0
145892,acknowledge,0
145893,banter,0
145894,sweet,1
145895,carryover,1
145896,hoss,1
145897,Rinsing,0
145898,Tulsa,0
145899,copies,0
145900,reactionary,0
145901,silently,0
145902,sellin',1
145903,inclusiveness,1
145904,sociality,0
145905,Rinker,0
145906,blizzards,1
145907,bark,0
145908,store,0
145909,gaping,0
145910,long-vanished,0
145911,rim,0
145912,gravid,0
145913,millennium,1
145914,valiantly,0
145915,mortification,0
145916,real-life,0
145917,Byrnes,0
145918,2-4,0
145919,self-exile,0
145920,curricular,1
145921,cash,0
145922,outpost,0
145923,chinked,0
145924,prepackaged,0
145925,325-degrees-C,1
145926,Appropriate,1
145927,Exceptions,0
145928,swelled,1
145929,unemotional,0
145930,worthless,1
145931,Heather,0
145932,Ironically,1
145933,collected,1
145934,Unglazed,0
145935,signing,0
145936,may,0
145937,determination,0
145938,strangeness,1
145939,Wised,0
145940,arch-opponent,1
145941,Highest,0
145942,villa,1
145943,Across,1
145944,deductable,0
145945,US,0
145946,Victorians,0
145947,frizzled,1
145948,50-megaton,0
145949,temperature,0
145950,Meehan,1
145951,divinity,0
145952,remarkably,0
145953,home-run,0
145954,agglutination,1
145955,bore,0
145956,Jew,0
145957,Oresteia,0
145958,mudslinging,0
145959,frustrated,0
145960,Cadillac,1
145961,Emancipation,0
145962,Prevost,0
145963,Aspencade,0
145964,less-traveled,1
145965,fatigued,0
145966,Jerebohm,0
145967,king,0
145968,Hicks,0
145969,Archives,0
145970,Cod,0
145971,steaming,0
145972,Earlier,0
145973,Jenny,1
145974,inspect,0
145975,ESN,0
145976,Karl-Birger,0
145977,sisters,0
145978,belong,0
145979,revivals,0
145980,"4,427",0
145981,statement,0
145982,year-earlier,0
145983,miscegenation,0
145984,helping,0
145985,Platonica,0
145986,CONELRAD,0
145987,remedies,0
145988,abandonment,0
145989,Aurelius,0
145990,Theoretical,0
145991,agrees,1
145992,testing,0
145993,Hotel,0
145994,Leni,0
145995,Hillel,1
145996,collect,1
145997,warts,0
145998,self-discovery,0
145999,Gilroy,0
146000,endeavor,0
146001,epics,0
146002,Brindisi,0
146003,pistons,0
146004,recursive,0
146005,how,0
146006,Into,0
146007,bone,0
146008,Chart,0
146009,whizzed,1
146010,Peach,0
146011,softer,0
146012,forsake,0
146013,That-a-way,0
146014,misses,1
146015,desks,0
146016,States,0
146017,vocalists,0
146018,quick-drying,0
146019,Willings,1
146020,unsympathetic,0
146021,advent,0
146022,infant,0
146023,12.8,0
146024,ten-hour,0
146025,Longfellow's,1
146026,therapy,0
146027,Dutchman,0
146028,Republicanism,0
146029,remunerative,0
146030,pushes,0
146031,1.25%,0
146032,ratiocinating,0
146033,conditioned,0
146034,Dey,0
146035,hazy,0
146036,Snyder's,0
146037,structurally,1
146038,follies,1
146039,Af-stage,0
146040,electronic,0
146041,receptive,0
146042,envisioned,0
146043,mushrooms,1
146044,Pancho,0
146045,prodigally,1
146046,Tomorrow,1
146047,anesthetics,0
146048,Menet,0
146049,economize,0
146050,accomplished,1
146051,irreverence,1
146052,Bones,0
146053,recordings,0
146054,Hymn,0
146055,Ackerly,0
146056,Lauderdale,0
146057,charcoal-broiled,0
146058,tried,0
146059,higher,0
146060,UN,0
146061,must,0
146062,one-thousandth,0
146063,aptly,0
146064,guidelines,0
146065,jocund,0
146066,umbrella,1
146067,Neumann,1
146068,oath-taking,0
146069,introspection,0
146070,Bed,0
146071,Albrights',0
146072,portraits,0
146073,laps,0
146074,appendages,1
146075,mantic,0
146076,Jenkins,0
146077,undisrupted,0
146078,suspects,0
146079,calories,0
146080,Ungava,0
146081,full-year,1
146082,lak,0
146083,Nationalism,0
146084,Scandinavians,0
146085,Admassy's,1
146086,proposal,0
146087,You'd,0
146088,Francesco,0
146089,tortured,0
146090,sneakers,0
146091,associates,1
146092,overthrow,0
146093,recurrence,1
146094,Green,1
146095,Serenity,0
146096,compendium,0
146097,chieftain,0
146098,11-shot,1
146099,seeks,1
146100,remanded,0
146101,war-time,0
146102,reforming,0
146103,Turner,0
146104,Huxley,0
146105,savages,0
146106,grinds,0
146107,phthalate,0
146108,Elaine's,0
146109,practices,0
146110,Fellowships,1
146111,Westport,0
146112,Bullshit,1
146113,writer,0
146114,72-hole,0
146115,subliterary,0
146116,softly,0
146117,gladiator,0
146118,Setter,1
146119,2:46,0
146120,extinguish,0
146121,offerings,1
146122,insecure,0
146123,threshhold,1
146124,overexploited,0
146125,Lloyd's,0
146126,occupation,1
146127,nun,0
146128,smashing,0
146129,authenticate,0
146130,commonwealth,1
146131,Warm,0
146132,sallying,1
146133,executioner,0
146134,1813,0
146135,renouncing,0
146136,singular,0
146137,flared,0
146138,evangelist,0
146139,Bienville,1
146140,Dicks,0
146141,Auerbach's,0
146142,Sleepy-eyed,1
146143,suitors,0
146144,subtends,0
146145,Summerdale,1
146146,University's,0
146147,Nazis,0
146148,slipped,1
146149,anatomy,0
146150,Littlepage's,1
146151,my,0
146152,entitle,0
146153,Aligning,0
146154,worsened,0
146155,pulley,1
146156,morphology,0
146157,son-of-a-bitch,0
146158,Leona,0
146159,signal,0
146160,frayed,0
146161,Newbury,0
146162,reckonings,0
146163,measles,0
146164,strictly,0
146165,procurer,0
146166,capercailzie,0
146167,Tindal,0
146168,descend,0
146169,interviewer,0
146170,Model,0
146171,Peel,1
146172,Foil,0
146173,slapstick,0
146174,Acceptance,1
146175,radiation-produced,0
146176,pathetic,0
146177,firmer,0
146178,deltoids,0
146179,Jeepers,1
146180,smeared,0
146181,Hurricane,1
146182,Naomi,0
146183,receptionist's,0
146184,rotund,0
146185,archaeologists,0
146186,rocklike,0
146187,Publishers,0
146188,Silk,0
146189,Cosmology,0
146190,freshly,0
146191,Herman,0
146192,hack,0
146193,Strong,0
146194,queerest,1
146195,murderer,0
146196,Greeks,1
146197,Anglicans,0
146198,coccidioidomycosis,1
146199,aisle,0
146200,Germanic,0
146201,45-degree,1
146202,scalar,0
146203,reside,0
146204,Toscanini's,0
146205,hydrolyzed,0
146206,beggar,1
146207,critic,0
146208,flexible,0
146209,nonresident,0
146210,syringa,0
146211,fluttering,1
146212,kingdoms,0
146213,wornout,0
146214,slants,0
146215,trapdoor,1
146216,Menlo,0
146217,highwayman,0
146218,2269,1
146219,re-enforces,0
146220,sometimes-necessary,1
146221,$45,0
146222,mawkish,0
146223,professes,1
146224,P',0
146225,marries,1
146226,Scholars,0
146227,staffing,1
146228,"1,541,991",1
146229,Sino-Soviet,0
146230,bulletin'd,1
146231,trance,0
146232,Klauber,0
146233,Biological,0
146234,precautions,0
146235,unenthusiastic,0
146236,tolerating,0
146237,humped,0
146238,cultivated,0
146239,Nam,0
146240,looms,1
146241,Performed,0
146242,convinced,0
146243,Electron,0
146244,quirks,0
146245,legation's,0
146246,Berea,0
146247,Reports,0
146248,revolutionized,0
146249,toasted-nut,0
146250,Gibault,0
146251,beaching,0
146252,amid,0
146253,whispered,0
146254,Bundle,0
146255,inter-relation,0
146256,File,0
146257,preemployment,1
146258,Rourke,0
146259,Massey-Ferguson,1
146260,controversy,0
146261,bureaucrat,0
146262,tuning,0
146263,qualifies,0
146264,exhausts,0
146265,$7.20,0
146266,obsolete,0
146267,attachments,1
146268,verses,0
146269,roommate,1
146270,swing,0
146271,Technical,0
146272,cu.,0
146273,enquetes,0
146274,sunshine,0
146275,croakin,0
146276,Demagogues,0
146277,phonologic,0
146278,couched,0
146279,credit,0
146280,assigning,1
146281,stasis,0
146282,impartation,0
146283,airless,1
146284,textured,0
146285,Vapor,0
146286,endure,0
146287,hayfields,0
146288,'bout,0
146289,49,0
146290,heroics,0
146291,Watson-Watt,1
146292,stiffening,1
146293,Homestead,0
146294,rearranged,1
146295,prosecution,0
146296,clients,0
146297,low-boiling,0
146298,Stuttgart,1
146299,skeptical,0
146300,bloke,0
146301,brave,0
146302,admire,0
146303,29-Oct.,0
146304,5/64'',1
146305,forty-four,0
146306,Ruger,0
146307,transference,0
146308,fetishize,0
146309,diocesan,0
146310,excessive,1
146311,chilled,1
146312,enlistment,0
146313,scoured,0
146314,fearsome,0
146315,Salesmanship,0
146316,exploration,0
146317,personages,0
146318,proteases,0
146319,Contrary,0
146320,alley,1
146321,illegal,1
146322,portraiture,0
146323,unmindful,0
146324,intrapulmonary,0
146325,prolusion,0
146326,AWOC,0
146327,warm,0
146328,spit,0
146329,eat,0
146330,Shawano,0
146331,shyly,0
146332,$18,0
146333,owes,0
146334,definable,0
146335,horizontal,0
146336,Weaver,0
146337,arms,0
146338,puffed,1
146339,Shansi,0
146340,Lawrence's,0
146341,suffix,1
146342,Jacchia,1
146343,eluates,0
146344,l',0
146345,theater-going,0
146346,valor,0
146347,reversible,0
146348,terror,1
146349,mid-range,0
146350,dipoles,0
146351,Liberty's,0
146352,civilized,0
146353,reciting,0
146354,ominous,0
146355,munch,0
146356,admirals,0
146357,Anselmo,0
146358,Taurida,0
146359,place,0
146360,racers,0
146361,Ekwanok,0
146362,Facts,0
146363,draperies,0
146364,pride,0
146365,engendered,0
146366,Intuition,0
146367,quiet,0
146368,reappearing,1
146369,obedience-trained,0
146370,Wheat-germ,0
146371,guns,0
146372,Ethics,0
146373,unselfconsciousness,1
146374,revved,1
146375,action,0
146376,Dexedrine,0
146377,thankful,0
146378,competes,0
146379,Dorcas,0
146380,soundly,0
146381,platoon,1
146382,issue,1
146383,equations,0
146384,Knowledge,0
146385,Pilgrimage,0
146386,incurred,1
146387,company's,0
146388,Unity,0
146389,mayhem,0
146390,states,0
146391,month,0
146392,Patrimony,0
146393,renderings,0
146394,Pupil,0
146395,tongue,0
146396,flyers,0
146397,raging,0
146398,deductibles,0
146399,Sakellariadis,1
146400,fountainhead,0
146401,diagnostic,0
146402,abroade,0
146403,secularists,0
146404,Petrini,0
146405,Albany,0
146406,2:05.1,0
146407,pals,0
146408,base,0
146409,mayoral,0
146410,signalizes,0
146411,314,0
146412,re-assumed,1
146413,lavishly,0
146414,imports,0
146415,Truly,0
146416,emigrating,0
146417,eclat,0
146418,stone-blind,0
146419,inertia,0
146420,everybody,0
146421,Corsia,0
146422,Towne,0
146423,graphically,1
146424,7070/7074,0
146425,collars,1
146426,Jackson's,0
146427,ages,0
146428,timepiece,0
146429,genus,0
146430,lurched,0
146431,shunt,0
146432,salting,0
146433,Choral,0
146434,crew's,0
146435,Thelma,0
146436,pseudophloem,0
146437,quieted,0
146438,pretense,0
146439,butterfat,1
146440,gallop,1
146441,indolent,0
146442,careers,1
146443,gems,0
146444,Fifty,0
146445,Hardscrabble,1
146446,Eshleman,0
146447,never-predictable,0
146448,ash-blonde,0
146449,tails,0
146450,invite,0
146451,20-inch-barrel,1
146452,stampede,0
146453,appalled,1
146454,sensibly,0
146455,undertow,0
146456,Antisubmarine,0
146457,rock-strewn,0
146458,respective,0
146459,App.,1
146460,equalled,1
146461,Salsich,0
146462,1899,1
146463,lacked,0
146464,99.1,1
146465,rampant,0
146466,bursitis,0
146467,kings,0
146468,M-K,0
146469,have,0
146470,Lumpe,0
146471,Jakarta,0
146472,retarding,0
146473,gaunt,0
146474,producer,0
146475,investigation,0
146476,tune,0
146477,adjectives,0
146478,weekends,1
146479,Hendrik,0
146480,turnout,0
146481,coagulating,0
146482,optics,0
146483,timed,0
146484,megawatt,1
146485,viability,0
146486,Trackdown,0
146487,carbide,0
146488,Yedisan,0
146489,Finberg,0
146490,feverishly,0
146491,clear-headed,0
146492,contract,0
146493,assimilated,1
146494,westward,0
146495,Cobb,1
146496,patients,0
146497,nutrition,0
146498,powerfulness,1
146499,aerator,0
146500,'31,0
146501,squeamishness,1
146502,Badlands,0
146503,pee-wee,1
146504,60-day,0
146505,accident,1
146506,pockets,0
146507,Banfield,0
146508,Saw,0
146509,dappled,1
146510,shortly,0
146511,Ball's,1
146512,peacock,0
146513,sailor,0
146514,Cleva,0
146515,Experimentally,1
146516,punctured,0
146517,child-face,0
146518,undercover,0
146519,imperial,0
146520,Seoul,0
146521,metabolized,0
146522,cleanly,0
146523,sister,0
146524,lagers,0
146525,broaden,0
146526,propriety,0
146527,Version,0
146528,maturity,0
146529,Bare,0
146530,stagnant,0
146531,view,0
146532,announcer's,1
146533,Mubarak,0
146534,thinks,0
146535,BMEWS,0
146536,News,0
146537,mumble,0
146538,comedies,0
146539,Catheter,0
146540,Hodosh,0
146541,Barcus,0
146542,83,0
146543,unspectacular,0
146544,Rumania,0
146545,undermine,0
146546,Sophias,0
146547,Renovo,0
146548,inborn,0
146549,reprehensible,0
146550,boldest,0
146551,green,1
146552,strive,0
146553,vacuum,1
146554,1:00,1
146555,tuck,0
146556,Foiles,0
146557,BMT,0
146558,underpins,0
146559,thousandths,0
146560,Gorshin,0
146561,Claudio,0
146562,$500,1
146563,cohesion,0
146564,Jobs,0
146565,non-Catholic,0
146566,mixers,0
146567,Moffett,1
146568,comico-romantico,0
146569,Piloting,0
146570,lignite,0
146571,donates,0
146572,Vacations,0
146573,delinquent,0
146574,transcultural,0
146575,As,0
146576,Abandon,0
146577,bunched,0
146578,pigeon,0
146579,desegregation,0
146580,boa,0
146581,ist,0
146582,liars,0
146583,southbound,0
146584,Klees,1
146585,overemphasized,0
146586,sung,0
146587,Jack's,0
146588,coffee,1
146589,Halfway,0
146590,exhaust,0
146591,quote,0
146592,fraternisation,0
146593,Evegeni,0
146594,federalize,0
146595,dusky,0
146596,pasty,0
146597,Ravel-like,0
146598,Tenements,0
146599,doltish,0
146600,Morgenthau's,0
146601,specimens,0
146602,Arabs',0
146603,Einstein,0
146604,single-handed,0
146605,T,0
146606,reconstruct,0
146607,shea,0
146608,dismounted,0
146609,thickly,0
146610,plenitude,0
146611,desirable,0
146612,fennel,1
146613,insularity,0
146614,photosensitive,0
146615,glaze,0
146616,Allemands,1
146617,forth,0
146618,Deppy,1
146619,substantial,0
146620,Thirties,0
146621,war's,0
146622,workmanship,0
146623,"$7,000,000",1
146624,idolize,0
146625,darker,0
146626,cow,0
146627,thoroughness,1
146628,libertarian,0
146629,12-17,0
146630,strict,0
146631,iodinated,0
146632,thundered,0
146633,prodigious,0
146634,Whom,0
146635,12-month,0
146636,inflame,0
146637,focuses,0
146638,commander-in-chief,1
146639,Whitman's,0
146640,Gel,0
146641,lentils,0
146642,breaking,0
146643,goggle-eyed,1
146644,Fayette,1
146645,retirements,0
146646,warlike,0
146647,Aubr.,0
146648,unwarranted,1
146649,no.,0
146650,referring,1
146651,shady,0
146652,pets,0
146653,sorely,0
146654,refresher,0
146655,Co-operative,0
146656,cochannel,1
146657,big-daddy,1
146658,fertilizer,0
146659,mercifully,1
146660,Waal's,1
146661,metabolite,0
146662,entrusting,0
146663,paraphernalia,0
146664,warped,0
146665,po'k,0
146666,exports,0
146667,muscles,0
146668,workmanlike,0
146669,horrible,1
146670,petits,0
146671,litigation,0
146672,minor,0
146673,foods,1
146674,1611,1
146675,foolish,1
146676,ordering,0
146677,hedged,0
146678,precut,0
146679,Sandwich,0
146680,System,0
146681,MF,0
146682,indulgence,0
146683,Ellison's,1
146684,prize-winning,1
146685,squashy,0
146686,invade,0
146687,Cradle,0
146688,littering,1
146689,prophesies,0
146690,demography,0
146691,wholesalers,0
146692,Zodiacal,0
146693,Bush,0
146694,palmed,0
146695,Rumscheidt,0
146696,Diaghileff,1
146697,pioneer's,1
146698,spoil,0
146699,comparisons,0
146700,bois,0
146701,fault,0
146702,Ladies,0
146703,timely,0
146704,Stonestown,0
146705,waspish,0
146706,Mater,0
146707,professionals,1
146708,Forgive,0
146709,dissolving,1
146710,passing,1
146711,spurring,1
146712,else's,0
146713,cultivating,0
146714,chair,0
146715,button,1
146716,astonishingly,0
146717,rigidly,0
146718,granite,0
146719,longs,0
146720,woodgraining,1
146721,hell-bound,1
146722,leukemia,0
146723,enrolled,1
146724,promotes,0
146725,1687,0
146726,Faust's,0
146727,well-written,1
146728,stadium,0
146729,Madama,0
146730,characterized,0
146731,Glenn,1
146732,Jeff,1
146733,Soapy,0
146734,90%,0
146735,tuneful,0
146736,spectra,0
146737,foundation-stone,0
146738,pigment,0
146739,407,0
146740,Abell,1
146741,Effectively,1
146742,Next,0
146743,15th,0
146744,detention,0
146745,6-1,0
146746,death-locked,0
146747,acres,0
146748,Wansley,0
146749,monopolists,0
146750,135*0C.,0
146751,multi-,0
146752,tiresome,0
146753,releases,0
146754,liable,0
146755,participant,0
146756,$2500,1
146757,Harper's,0
146758,students,0
146759,slaughter,0
146760,awarded,0
146761,mending,0
146762,scaled,0
146763,Koch,0
146764,attentions,1
146765,disinclination,0
146766,imperiously,0
146767,shines,0
146768,prosecute,0
146769,commencements,1
146770,hormone,0
146771,frame,0
146772,separated,0
146773,parameter,0
146774,You've,0
146775,time-temperature,0
146776,2:34-:34,0
146777,Conquest,0
146778,Buckhead,0
146779,intolerable,0
146780,adheres,0
146781,formidable,0
146782,heretics,0
146783,grade-constructed,0
146784,Colors,0
146785,lobo,0
146786,Gracie's,0
146787,Volstead,0
146788,oases,0
146789,pickup,0
146790,Catinari,0
146791,Sometimes,0
146792,boulevards,0
146793,condemns,0
146794,dividend,0
146795,JYJ,0
146796,dissolution,1
146797,Ornament,0
146798,Arrow,1
146799,Concord,0
146800,d'etat,0
146801,grief-stricken,0
146802,pitches,0
146803,segments,0
146804,Timen,0
146805,Woodside,1
146806,Godunov,0
146807,two-term,0
146808,pagan,0
146809,formed,0
146810,$3.00,1
146811,instruction,0
146812,Perinetti,1
146813,239,0
146814,home-for-the-night,0
146815,fulminating,0
146816,Tribune's,0
146817,Bell,1
146818,King,0
146819,hopelessness,1
146820,3.0,0
146821,Italics,0
146822,application,1
146823,imbecile,0
146824,$37,0
146825,Fla.,0
146826,10-degrees,1
146827,designations,0
146828,contending,0
146829,intern,0
146830,Mary's,0
146831,sex,0
146832,Stagecoach,0
146833,grudges,0
146834,moderator,0
146835,Youngish,0
146836,teams,0
146837,Willamette,1
146838,catapults,0
146839,Merchandise,0
146840,forced,0
146841,Pitch,0
146842,Anticipating,0
146843,decencies,0
146844,she'd,0
146845,creations,0
146846,Nilsen,0
146847,shattered,1
146848,17.3,0
146849,gist,0
146850,sub-station,0
146851,entail,0
146852,breezes,1
146853,Sextet,0
146854,Pavletich,0
146855,devoted,0
146856,pulpit,0
146857,missionaries,1
146858,planking,0
146859,apostates,0
146860,bilingual,0
146861,judge,0
146862,daylight,0
146863,frescoes,0
146864,feather-like,0
146865,Anyone,0
146866,pageants,0
146867,domed,0
146868,37-degrees-C,1
146869,Expecting,0
146870,lovin,0
146871,Beesemyers,1
146872,several,0
146873,disable,0
146874,Speakers,0
146875,either-or,0
146876,farce,0
146877,esteemed,1
146878,gainful,0
146879,apples,1
146880,centuries,0
146881,old-timer,0
146882,Burnside,0
146883,Mylar,0
146884,Tunnard,1
146885,pre-Civil,0
146886,cu,0
146887,Lubell,1
146888,cattle,1
146889,designates,0
146890,lie,0
146891,unacquainted,0
146892,muffled,1
146893,headed,0
146894,pursuits,0
146895,unitized,0
146896,picture-palace,0
146897,tart,0
146898,Hayward,0
146899,late-summer,1
146900,York-Pennsylvania,1
146901,botanical,0
146902,Papa's,0
146903,Forand,0
146904,cuckoo-bumblebee,1
146905,Relatively,0
146906,Ramillies,1
146907,0.039,0
146908,"22,000",1
146909,beast,0
146910,homes,0
146911,Q.,0
146912,Adam,0
146913,banned,1
146914,Wellington,1
146915,bustling,0
146916,Opaque,0
146917,slowness,1
146918,silvery,0
146919,horse,0
146920,Seizing,0
146921,Hedda,1
146922,ranged,0
146923,profanity,0
146924,Anderson,0
146925,8-inch,0
146926,deathward,0
146927,shoot,1
146928,Drying,0
146929,Subject,0
146930,Birdwhistell,1
146931,Lancashire,0
146932,run-ups,0
146933,having,0
146934,Pickering,0
146935,Howsam,0
146936,fanned,1
146937,Ref.,0
146938,proposed,0
146939,slashed,0
146940,question,0
146941,unburdened,0
146942,patriots,0
146943,disapprove,1
146944,moralist,0
146945,refuse,0
146946,repay,0
146947,113,1
146948,Coordination,1
146949,Entirely,0
146950,athlete's,0
146951,okay,0
146952,residential,0
146953,abundant,0
146954,Lightweight,0
146955,copiously,0
146956,offensives,1
146957,canoe,0
146958,resists,0
146959,Fifty-three,1
146960,provoked,0
146961,centrifugal,0
146962,semitropical,0
146963,jars,0
146964,interference-like,0
146965,unconquerable,0
146966,Vienna's,1
146967,formally,1
146968,blades,0
146969,Finan,0
146970,maddening,1
146971,price-level,0
146972,capacity,0
146973,Alla,1
146974,crystallization,1
146975,forcefulness,1
146976,Poetry,0
146977,frolics,0
146978,properties,0
146979,combining,0
146980,marshal,0
146981,Missionary,1
146982,fused,0
146983,Bianco,0
146984,acculturation,1
146985,re-vision,0
146986,piezoelectricity,0
146987,well-wishing,1
146988,Graves',0
146989,Yank,0
146990,Compute,0
146991,supra,0
146992,Governor's,0
146993,Knit,0
146994,Edison,0
146995,Mackinack,0
146996,Activities,0
146997,unfounded,0
146998,fifty-three,1
146999,garden,0
147000,Redstone,0
147001,patronize,0
147002,Harnick,0
147003,Larson's,0
147004,'n',0
147005,inflated,0
147006,mashing,0
147007,Durocher,0
147008,mortgage,0
147009,vacuolated,0
147010,boatels,0
147011,infuriation,0
147012,pseudo-patriotism,0
147013,35,0
147014,considers,0
147015,gases,0
147016,boomed,1
147017,reuniting,0
147018,enjoinder,0
147019,1:59.3,0
147020,voter,0
147021,eliminate,0
147022,Bottom,1
147023,Danchin,0
147024,banged,0
147025,companionship,0
147026,2:04.2,0
147027,organically,1
147028,frostbite,0
147029,finality,0
147030,Civilian-groups,0
147031,drawings,0
147032,re-living,0
147033,insomnia,0
147034,getaway,0
147035,specializes,0
147036,statu,0
147037,widegrip,0
147038,Baby,0
147039,Loyalist,0
147040,bounce,0
147041,idiosyncratic,0
147042,outlet,0
147043,electrical,0
147044,McCrady,0
147045,incurably,0
147046,sleuthing,0
147047,tunnel,1
147048,miseries,0
147049,continentally,1
147050,Wolpe,0
147051,fiber-coupled,0
147052,aerodynamic,0
147053,crystallized,1
147054,Concern,0
147055,intra-city,0
147056,unclean,0
147057,BOD,0
147058,snugly,0
147059,booster,1
147060,tenses,0
147061,ex-convicts,0
147062,self-aggrandisement,1
147063,one-,0
147064,Vinson,0
147065,imprint,0
147066,voluble,0
147067,Constitutional,0
147068,Extraordinary,0
147069,charcoal,0
147070,Adcock,0
147071,fluctuates,0
147072,stripped,1
147073,Bandish,0
147074,churchgoing,0
147075,hash,0
147076,Asians,0
147077,Beccaria,1
147078,institutions,0
147079,Careful,0
147080,epiphyseal-diaphyseal,0
147081,poems-in-drawing-and-type,0
147082,flowering,0
147083,T'ai-Shan,0
147084,tepid,0
147085,non-com,0
147086,glimpse,0
147087,fifth-century,0
147088,tutors,0
147089,shrill,1
147090,bulls,1
147091,trend,0
147092,expectations,0
147093,top-tang,0
147094,milligram,1
147095,mining,0
147096,Parliamentarians,0
147097,AD,0
147098,Stewart's,0
147099,Gargle,0
147100,framing,0
147101,misjudged,0
147102,Homemade,0
147103,barn,0
147104,countervailing,0
147105,consent,0
147106,metaphosphate,0
147107,Denverite,0
147108,Tojos,0
147109,repugnant,0
147110,yen,0
147111,So,0
147112,freedmen,1
147113,boomerangs,1
147114,point,0
147115,confiscating,0
147116,dual-channel,1
147117,rebuke,0
147118,coldest,0
147119,catastrophic,0
147120,coffeepot,1
147121,Canadians,0
147122,excursus,0
147123,flashed,0
147124,cartels,0
147125,combo,0
147126,realtor,0
147127,Ignition,0
147128,signals,0
147129,gaseous,0
147130,submitting,1
147131,ricocheted,0
147132,Chateau,0
147133,two-thirds,0
147134,briefly-illumed,1
